word,base_word,phonetic,pos,meaning,level,collocation,etymology,example_en,example_zh
thrust,thrust,/θrʌst/,vt./vi./n.,"n. 插, 戳, 刺, 猛推, 口头攻击, 推力；vt. 插入, 猛推, 刺, 戳, 强加, 延伸；vi. 插, 刺, 戳, 延伸, (用力)推",Beyond C1,,,,
allied,ally,/ә'laid/,,"a. 联盟的, 联姻的, 联系起来的",C1,,,,
temptation,temptation,/temp'teiʃәn/,n.,"n. 诱惑, 诱惑物",Beyond C1,,,,
reservoir,reservoir,/'rezәvwɑ:/,vt./n.,"n. 贮水池, 贮藏处, 贮备, 水库；vt. 储藏",Beyond C1,,,,
tiger,tiger,/'taigә/,n.,"n. 老虎, 虎, 凶暴的人",Beyond C1,,,,
strap,strap,/stræp/,vt./n.,"n. 带, 皮带；vt. (用皮带)捆扎",Beyond C1,,,,
feast,feast,/fi:st/,vt./vi./n.,"n. 宴会, 酒席, 享受, 节日；vt. 款待, 享乐, 请客；vi. 参加宴会, 尽情地吃, 享受",Beyond C1,,,,
unfamiliar,unfamiliar,/.ʌnfә'miljә/,,a. 不熟悉的,Beyond C1,,,,
conductor,conductor,/kәn'dʌktә/,n.,"n. 领导者, 指挥者, 售票员, 向导",Beyond C1,,,,
analogy,analogy,/ә'nælәdʒi/,n.,"n. 相似, 类似",C1,,,,
inhabitant,inhabitant,/in'hæbitәnt/,n.,"n. 居民, 居住者",B2,,,,
toddler,toddler,/'tɔdlә/,n.,"n. 蹒跚行走的人, 学步的小孩, 学步的幼儿, (非正式)信步走的人",Beyond C1,,,,
determined,determine,/di'tә:mind/,,"a. 坚决的, 已下决心的",B1,,,,
logo,logo,/'lәugәu/,n.,"n. 连合活字, 商标, 徽标",B2,,,,
intensify,intensify,/in'tensifai/,vt./vi.,vt. 加强；vi. 强化,C1,,,,
arc,arc,/ɑ:k/,n.,"n. 弧, 弧形, 弓形, 弧光",Beyond C1,,,,
sway,sway,/swei/,vt./vi./n.,"n. 摇摆, 影响力, 支配；vt. 摇动, 支配, 弄歪, 使倾斜, 使动摇, 影响；vi. 摇动, 摇摆, 倾斜, 动摇, 统治, 转向",Beyond C1,,,,
upgrade,upgrade,/'ʌpgreid/,vt./vi./n./adv.,"n. 上坡, 升级, 上升；adv. 往上；vt. 使升级, 提升, 改良品种；vi. 升级",C1,,,,
postwar,postwar,/'pәust'wɒ:/,,a. 战后的,C1,,,,
erosion,erosion,/i'rәuʒәn/,n.,"n. 腐蚀, 冲蚀, 侵蚀",Beyond C1,,,,
manifest,manifest,/'mænifest/,vt./vi./n.,"n. 载货单, 运货单, 旅客名单；a. 显然的, 明白的；vi. 显示, 出现；vt. 表明, 表现, 证明",C1,,,,
sophomore,sophomore,/'sɒfәmɒ:/,n.,"n. (大学)二年级生；a. 二年级学生的, 二年级的",C1,,,,
refusal,refusal,/ri'fju:zl/,n.,"n. 拒绝, 推却, 优先决定权",C1,,,,
recreational,recreational,/.rekri'eiʃәnәl/,,"a. 消遣的, 娱乐的",Beyond C1,,,,
flush,flush,/flʌʃ/,vt./vi./n./adv.,"n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌；a. 丰足的, 齐平的, 满盈的, 泛滥的；adv. 齐平地, 直接地；vi. 脸发红, 奔涌, 旺盛, 惊飞；vt. 淹没, 冲洗, 使脸红, 使激动, 使齐平, 使惊飞",Beyond C1,,,,
lick,lick,/lik/,vt./vi./n.,"n. 舔, 少许, 打；vt. 舔, 卷过, 鞭打；vi. 轻轻拍打",Beyond C1,,,,
educated,educate,/'edjukeitid/,,"a. 受过教育的, 有教养的",B1,,,,
align,align,/ә'lain/,vt./vi.,"vi. 排列, 排成一行, 结盟；vt. 使结盟, 使成一行, 校正",C1,,,,
unaware,unaware,/.ʌnә'wєә/,,"a. 未认识到的, 不知道的",Beyond C1,,,,
predominantly,predominantly,,adv.,"adv. 主要地, 显著地, 大多数地, 突出地",C1,,,,
mighty,mighty,/'maiti/,n./adv.,"n. 有势力的人；a. 有势力的, 强大的, 有力的；adv. 很, 极",Beyond C1,,,,
idiot,idiot,/'idiәt/,n.,"n. 白痴, 极蠢之人",C1,,,,
courthouse,courthouse,/'kɒ:thaus/,n.,"n. 法院, 郡政府所在地",Beyond C1,,,,
defect,defect,/di'fekt/,n.,n. 缺点,C1,,,,
subjective,subjective,/sәb'dʒektiv/,,"a. 主观的, 个人的",Beyond C1,,,,
additionally,additionally,,adv.,"adv. 另外, 此外",B2,,,,
accountant,accountant,/ә'kauntәnt/,n.,"n. 会计人员, 会计师",B2,,,,
navy,navy,/'neivi/,n.,"n. 海军, 海军人员, 海军军力, 烟蒂",Beyond C1,,,,
sufficiently,sufficiently,/sә'fiʃәntli/,adv.,"adv. 足够, 充分",B2,,,,
vulnerability,vulnerability,/.vʌlnәrә'biliti/,n.,"n. 易受伤, 易受责难, 易受伤部位",C1,,,,
valve,valve,/vælv/,v./n.,"n. 活瓣, 阀, 活门；v. 装阀, 用阀调节",Beyond C1,,,,
owl,owl,/aul/,n.,n. 猫头鹰,Beyond C1,,,,
fairness,fairness,/'fєәnis/,n.,"n. 晴朗, 光明正大, 美丽",C1,,,,
slash,slash,/slæʃ/,v./n.,"v. 猛砍, 乱砍；n. 猛砍, 乱砍, 删减",C1,,,,
diner,diner,/'dainә/,n.,n. 用餐者,Beyond C1,,,,
advertisement,advertisement,/.ædvә'taizmәnt/,n.,"n. 广告, 启事, 广告宣传",A2,,,,
finely,finely,/'fainli/,adv.,"adv. 雅致地, 仔细地, 敏锐地, 微细地",Beyond C1,,,,
petition,petition,/pi'tiʃәn/,v./n.,"n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文；v. 正式请求, 恳求, 请愿",C1,,,,
correspondence,correspondence,/.kɒri'spɒndәns/,n.,"n. 相符, 通信, 信件",C1,,,,
artery,artery,/'ɑ:tәri/,n.,"n. 动脉, 干道, 要道",Beyond C1,,,,
static,static,/'stætik/,n.,"n. 静电, 静电干扰；a. 静态的, 静止的, 固有的, 静电的",Beyond C1,,,,
curator,curator,/kjuә'reitә/,n.,"n. 管理者, 经理, 主管人, 掌管者, 馆长, 大学学监, 监护人, 保护人",Beyond C1,,,,
correction,correction,/kә'rekʃәn/,n.,"n. 订正, 改正, 改正的地方",C1,,,,
mist,mist,/mist/,vt./vi./n.,"n. 雾, 迷蒙, 朦胧不清；vt. 使模糊, 使蒙上雾；vi. 变模糊, 下雾",Beyond C1,,,,
grower,grower,/'grәuә/,n.,"n. 栽培者, 生长物",A1,,,,
nonsense,nonsense,/'nɒnsәns/,n.,"n. 无意义的事, 荒谬言行, 荒唐",C1,,,,
humble,humble,/'hʌmbl/,vt.,"a. 低下的, 谦逊的, 粗陋的；vt. 使...卑下, 降低...地位, 贬抑",C1,,,,
broadway,broadway,/'brɒ:dwei/,n.,n. 百老汇大街,Beyond C1,,,,
gum,gum,/gʌm/,vt./vi./n.,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天；vt. 涂以树胶, 用胶粘, 使有粘性；vi. 分泌树胶, 发粘",Beyond C1,,,,
baseline,baseline,/'beislain/,n.,"n. 基线, 基准",Beyond C1,,,,
fishery,fishery,/'fiʃәri/,n.,n. 渔业,Beyond C1,,,,
thesis,thesis,/'θi:sis/,n.,"n. 论题, 论文",B2,,,,
audio,audio,/'ɒ:diou/,,"a. 音频的, 声音的",B2,,,,
dressing,dress,/'dresiŋ/,n.,"n. 调味品, 穿衣, 化妆",A1,,,,
coefficient,coefficient,/kәui'fiʃәnt/,n.,n. 系数,Beyond C1,,,,
cosmic,cosmic,/'kɒzmik/,,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的",Beyond C1,,,,
qualified,qualify,/'kwɒlifaid/,,a. 有资格的,B1,,,,
ponder,ponder,/'pɒndә/,v.,"v. 沉思, 考虑",C1,,,,
complicate,complicate,/'kɒmplikeit/,vt./vi.,"vt. 弄复杂, 使错综, 使恶化；vi. 变复杂",Beyond C1,,,,
sanctuary,sanctuary,/'sæŋktʃuәri/,n.,"n. 圣所(指教堂、寺院等), 耶路撒冷的神殿, 避难所",Beyond C1,,,,
prepared,prepare,/pri'pєәd/,,"a. 准备好的, 特制的",B1,,,,
denounce,denounce,/di'nauns/,vt.,"vt. 告发, 抨击, 谴责",C1,,,,
beating,beat,/'bi:tiŋ/,n.,"n. 打, 挫败, 搏动",A2,,,,
stool,stool,/stu:l/,vt./vi./n.,"n. 凳子, 大便, 粪便, 厕所；vi. 长新枝；vt. 引诱, 诱捕",Beyond C1,,,,
lounge,lounge,/laundʒ/,vt./vi./n.,"n. 闲逛, 休闲室, 长沙发；vi. 闲混, (懒洋洋地)躺；vt. 闲混",Beyond C1,,,,
credible,credible,/'kredәbl/,,"a. 可信的, 可靠的",C1,,,,
tuna,tuna,/'tju:nә/,n.,"n. 金枪鱼, 金枪鱼肉",Beyond C1,,,,
revision,revision,/ri'viʒәn/,n.,"n. 校订, 修正, 修订本, 修订版",B2,,,,
recycling,recycling,,,[电] 再循环,A2,,,,
daylight,daylight,/'deilait/,vt./vi./n.,"n. 白昼, 日光；vt. 使沐浴于日光；vi. 享有日光",Beyond C1,,,,
simmer,simmer,/'simә/,vt./vi./n.,"vt. 煨；vi. 炖, 内心充满；n. 即将沸腾的状态, 即将发作",Beyond C1,,,,
warrant,warrant,/'wɒ:rәnt/,vt./n.,"n. 授权, 正当理由, 根据, 证明, 批准, 凭证, 令状, 委任状；vt. 授权给, 保证, 担保, 批准, 使有正当理由",C1,,,,
horizontal,horizontal,/.hɒri'zɒntәl/,n.,"n. 水平线, 水平面, 水平位置；a. 水平线的, 平坦的, 横的；n. 水平",Beyond C1,,,,
mattress,mattress,/'mætris/,n.,"n. 床垫, 空气垫, 沉床",Beyond C1,,,,
exceptional,exceptional,/ik'sepʃәnәl/,,"a. 例外的, 异常的, 特别的",C1,,,,
battlefield,battlefield,/'bætlfi:ld/,n.,"n. 战场, 沙场",C1,,,,
wary,wary,/'wєәri/,,"a. 谨慎的, 小心的, 机警的, 周到的, 唯恐的",Beyond C1,,,,
bundle,bundle,/'bʌndl/,vt./vi./n.,"n. 捆, 束；vt. 包扎, 胡乱塞进；vi. 匆忙离开",Beyond C1,,,,
saturated,saturated,/'sætʃәreitid/,,"a. 饱和的, 渗透的",Beyond C1,,,,
embed,embed,/im'bed/,vt.,"vt. 使插入, 使嵌入, 使深留脑中",C1,,,,
staffer,staffer,/'stɑ:fә/,n.,n. (一名)职员(尤指编辑或记者),B1,,,,
linen,linen,/'linin/,n.,"n. 亚麻布, 亚麻线, 亚麻制品；a. 亚麻布制的, 亚麻的",Beyond C1,,,,
ozone,ozone,/'әuzәun/,n.,"n. 新鲜的空气, 臭氧, 使人愉快的影响",Beyond C1,,,,
robbery,robbery,/'rɒbәri/,n.,"n. 抢掠, 抢夺",B2,,,,
memorable,memorable,/'memәrәbl/,,"a. 值得纪念的, 难忘的",B2,,,,
recorder,recorder,/ri'kɒ:dә/,n.,"n. 记录员, 录音机；n. 记录器",A2,,,,
nicely,nicely,/'naisli/,adv.,"adv. 漂亮地, 谨慎地, 恰好地",Beyond C1,,,,
footstep,footstep,/'futstep/,n.,"n. 脚步, 脚步声, 足迹",Beyond C1,,,,
prostitute,prostitute,/'prɒstitju:t/,vt./n.,"n. 妓女, 男娼；vt. 使沦为妓女；a. 卖淫的, 堕落的",Beyond C1,,,,
drip,drip,/drip/,v./n.,n. 水滴；v. (使)滴下,Beyond C1,,,,
clove,clove,/klәuv/,n.,n. 丁香；cleave的过去式,Beyond C1,,,,
shocking,shock,/'ʃɒkiŋ/,,"a. 令人震惊的, 极坏的, 不正当的",B2,,,,
elevate,elevate,/'eliveit/,vt.,"vt. 举起, 提拔, 鼓舞",C1,,,,
loosen,loosen,/lu:sn/,vt./vi.,"vt. 放松, 松开, 解除；vi. 变松, 松弛",Beyond C1,,,,
forced,force,/fɒ:st/,,"a. 被迫的, 强迫的, 用力的",B1,,,,
intake,intake,/'inteik/,n.,"n. 入口, 吸入, 吸入量",C1,,,,
predictor,predictor,/pri'diktә/,n.,n. 预言者,Beyond C1,,,,
lottery,lottery,/'lɒtәri/,n.,"n. 奖券, 彩票, 运气",B2,,,,
chore,chore,/tʃɒ:/,n.,"n. 零工, 家务",Beyond C1,,,,
fringe,fringe,/frindʒ/,vt./n.,"n. 边缘, 端, 流苏, 穗, 初步；vt. 加穗于, 加饰边于；a. 边缘的, 附加的",Beyond C1,,,,
shopper,shopper,/'ʃɒpә/,n.,n. 购物者,Beyond C1,,,,
lengthy,lengthy,/'leŋθi/,,"a. 冗长的, 漫长的",C1,,,,
hedge,hedge,/hedʒ/,vt./vi./n.,"n. 树篱, 障碍, 套头交易；vt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失；vi. 筑树篱, 躲闪, 两面下注以防损失；a. 树篱的, 偷偷摸摸的",Beyond C1,,,,
tattoo,tattoo,/tә'tu:/,vt./vi./n.,"n. 归营号, 连续有节奏的敲击, 文身, 矮种马；vt. 连续有节奏地敲, 刺花纹于；vi. 作连续有节奏的敲击",Beyond C1,,,,
reduced,reduce,/ri'dju:st/,,a. 减少的；简化的；缩减的,A2,,,,
lease,lease,/li:s/,vt./n.,"n. 租约, 租期, 租；vt. 出租, 租出, 租得",Beyond C1,,,,
heating,heat,/'hi:tiŋ/,n.,"n. 加热, 供热, 暖气设备, 供暖系统, 暖气装置；a. 加热的, 供暖的",B1,,,,
telecommunications,telecommunication,,n.,"n. 电信, 通讯, 电信学",Beyond C1,,,,
murmur,murmur,/'mә:mә/,vt./vi./n.,"n. 低语, 低声的怨言；vi. 低语, 低声而言；vt. 低声说",Beyond C1,,,,
princess,princess,/'prinsis/,n.,"n. 公主, 王妃, 女巨头",B1,,,,
coral,coral,/'kɒrәl/,n.,"n. 珊瑚, 珊瑚色",Beyond C1,,,,
appliance,appliance,/ә'plaiәns/,n.,"n. 器械, 用具, 应用",Beyond C1,,,,
maid,maid,/meid/,n.,"n. 少女, 未婚女子, 女仆",Beyond C1,,,,
circus,circus,/'sә:kәs/,n.,"n. 马戏团, 马戏, 竞技场",Beyond C1,,,,
gauge,gauge,/geidʒ/,vt./n.,"n. 标准度量, 计量器；vt. 精确计量, 估计",Beyond C1,,,,
census,census,/'sensәs/,vt./n.,n. 户口普查；vt. 实施统计调查,Beyond C1,,,,
rationale,rationale,/.ræʃә'nɑ:li/,n.,n. 基本原理,Beyond C1,,,,
corps,corps,/kɒ:/,n.,"n. 军, 队, 部队, 兵种",Beyond C1,,,,
lieutenant,lieutenant,/lef'tenәnt/,n.,"n. 中尉, 助理人员, 副官",Beyond C1,,,,
inhabit,inhabit,/in'hæbit/,vt.,"vt. 居住于, 占据, 栖息",Beyond C1,,,,
injustice,injustice,/in'dʒʌstis/,n.,"n. 不公平, 非正义的行为",C1,,,,
quota,quota,/'kwәutә/,n.,"n. 配额, 限额",C1,,,,
stride,stride,/straid/,v./n.,"n. 大步, 步幅, 步态, 进步；v. 迈大步走, 跨过, 跨",Beyond C1,,,,
excerpt,excerpt,/'eksә:pt/,v./n.,"n. 摘录；v. 引用, 摘录",Beyond C1,,,,
motorcycle,motorcycle,/'mәutәsaikl/,n.,n. 摩托车,A2,,,,
soy,soy,/sɒi/,n.,"n. 酱油, 大豆",Beyond C1,,,,
miniature,miniature,/'miniәtʃә/,n.,"n. 缩图, 小画像；a. 小规模的, 纤小的",Beyond C1,,,,
insurer,insurer,/in'ʃuәrә/,n.,n. 保险公司,Beyond C1,,,,
oversight,oversight,/'әuvәsait/,n.,"n. 勘漏, 失察, 失败, 照料",Beyond C1,,,,
dub,dub,/dʌb/,vt./n.,"vt. 配音, 轻点, 授予称号, 击；n. 一下击鼓声, 笨蛋",C1,,,,
copyright,copyright,/'kɒpirait/,n.,"n. 版权, 著作权",C1,,,,
reunion,reunion,/ri:'ju:njәn/,n.,"n. 团圆, 重聚",Beyond C1,,,,
ripe,ripe,/raip/,,"a. 成熟的, 熟练的, 成年的",Beyond C1,,,,
viewpoint,viewpoint,/'vju:pɒint/,n.,n. 观点,B2,,,,
unbelievable,unbelievable,/.ʌnbi'li:vәbl/,,a. 难以置信的,Beyond C1,,,,
snatch,snatch,/snætʃ/,vt./vi./n.,"n. 抢夺, 攫取, 片断；vt. 夺取, 攫取；vi. 想抢走, 攫取",Beyond C1,,,,
coordination,coordination,/kәu.ɒ:di'neiʃәn/,n.,"n. 同等, 协调",C1,,,,
amazed,amazed,/ә'meizd/,,"a. 吃惊的, 惊奇的",B1,,,,
jewel,jewel,/'dʒu:әl/,vt./n.,"n. 珠宝, 贵重物, 镶珠宝的饰物；vt. 饰以珠宝, 镶以宝石",Beyond C1,,,,
accord,accord,/ә'kɒ:d/,vt./vi./n.,"n. 一致, 调和, 协定；vt. 给与, 使一致；vi. 相符合",Beyond C1,,,,
slogan,slogan,/'slәugәn/,n.,"n. 呐喊声, 标语, 口号",B2,,,,
outrageous,outrageous,/aut'reidʒәs/,,"a. 暴虐的, 极无礼的, 可恶的",Beyond C1,,,,
waiting,wait,/'weitiŋ/,n.,"n. 等候；a. 等候的, 服侍的",A1,,,,
overly,overly,/'әuvәli/,adv.,"adv. 过度地, 极度地",C1,,,,
halloween,halloween,/.hælәu'i:n/,n.,n. (基督教)万圣节前夕,Beyond C1,,,,
buffalo,buffalo,/'bʌfәlәu/,n.,n. 水牛,Beyond C1,,,,
perch,perch,/pә:tʃ/,v./n.,"n. 栖木, 高位, 杆, 河鲈；v. (使)栖息, 就位, 位于, (使)暂歇",Beyond C1,,,,
shrine,shrine,/ʃrain/,vt./n.,"n. 圣地, 神龛, 庙；vt. 将...置于神龛内",Beyond C1,,,,
individually,individually,/.indi'vidʒuәli/,adv.,"adv. 以个人身分, 各个地, 独特地",Beyond C1,,,,
albeit,albeit,/ɔ:l'bi:it/,conj.,"conj. 尽管, 虽然",Beyond C1,,,,
mold,mold,/mәuld/,v./n.,"n. 模子, 模型, 霉；v. 形成, 塑造, 发霉",Beyond C1,,,,
misery,misery,/'mizәri/,n.,"n. 痛苦, 悲惨, 不幸, 穷困",C1,,,,
adequately,adequately,/'ædikwәtli/,adv.,"adv. 足够地, 适当地",B2,,,,
nickname,nickname,/'nikneim/,vt./n.,"n. 绰号, 昵称；vt. 给...取绰号, 叫错名字",Beyond C1,,,,
addict,addict,/ә'dikt/,vt./n.,"vt. 使沉溺, 使上瘾；n. 入迷的人, 上瘾者",Beyond C1,,,,
dial,dial,/'daiәl/,v./n.,"n. 刻度盘, 钟面, 转盘；v. 拨",Beyond C1,,,,
marginal,marginal,/'mɑ:dʒinәl/,,"a. 边缘的, 最低限度的, 有旁注的",C1,,,,
mustard,mustard,/'mʌstәd/,n.,"n. 芥末, 芥菜, 强烈的兴趣",Beyond C1,,,,
berry,berry,/'beri/,vi./n.,n. 浆果；vi. 采集浆果,Beyond C1,,,,
ramp,ramp,/ræmp/,vt./vi./n.,"n. 斜坡, 坡道, 敲诈；vi. 狂跳乱撞, 乱冲, 敲诈, 蔓延；vt. 使有斜面, 敲诈",Beyond C1,,,,
mug,mug,/mʌg/,vt./vi./n.,"n. 有柄大杯, 脸, 苦读者；vt. 给...拍照, 攻击, 苦读；vi. 拼命用功",Beyond C1,,,,
controller,controller,/kәn'trәulә/,n.,"n. 控制器, 管理者",Beyond C1,,,,
villager,villager,/'vilidʒә/,n.,n. 村民,Beyond C1,,,,
watercolor,watercolor,,n.,"n. 水彩颜料, 水彩画",Beyond C1,,,,
cleaning,clean,/'kli:niŋ/,n.,"n. 清洁, 扫除, 家畜的胞衣, 扫除出来的垃圾, 大败, 输得精光, 除伐, 巨额利润",A1,,,,
fertility,fertility,/fә'tiliti/,n.,"n. 肥沃, 丰饶, 生产力",Beyond C1,,,,
relaxed,relax,/ri'lækst/,,"a. 松懈的, 不严密的, 不严格的, 放松的, 得到休息的, 随意的, 不拘束的, 自在的",B1,,,,
hail,hail,/heil/,vt./vi./n.,"n. 冰雹, 致敬, 欢呼, 招呼；vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下；vi. 招呼, 下雹；interj. 万岁, 欢迎",C1,,,,
indoor,indoor,/'indɒ:/,,"a. 户内的, 室内的",B1,,,,
secretly,secretly,/'si:kritli/,adv.,"adv. 秘密地, 背地里",Beyond C1,,,,
whatsoever,whatsoever,/.hwɒtsәu'evә/,pron.,pron. 无论什么,C1,,,,
notify,notify,/'nәutifai/,vt.,"vt. 通知, 通告, 报告",C1,,,,
garment,garment,/'gɑ:mәnt/,n.,"n. 衣服, 衣装, 外表",Beyond C1,,,,
activate,activate,/'æktiveit/,vt./vi.,"vt. 使活动, 使激活, 正式建成；vi. 有活力",B2,,,,
naive,naive,/nɑ:'i:v/,,"a. 天真的, 纯真的, 幼稚的",Beyond C1,,,,
exert,exert,/ig'zә:t/,vt.,"vt. 发挥, 运用, 施以影响",C1,,,,
arctic,arctic,/'ɑ:ktik/,n.,"a. 北极的, 极寒的；n. 北极圈, 北极",Beyond C1,,,,
certification,certification,/.sә:tifi'keiʃәn/,n.,n. 证明,Beyond C1,,,,
trustee,trustee,/.trʌs'ti:/,n.,"n. 受托人, 理事",C1,,,,
caregiver,caregiver,/ˈkeəgɪvə(r)/,n.,"n. 照料者, 护理者",Beyond C1,,,,
kindergarten,kindergarten,/'kindә.gɑ:tn/,n.,n. 幼稚园,B2,,,,
boulder,boulder,/'bәuldә/,n.,n. 大圆石,Beyond C1,,,,
cereal,cereal,/'siәriәl/,n.,"n. 谷类食品, 谷类植物；a. 谷类的",Beyond C1,,,,
fracture,fracture,/'fræktʃә/,v./n.,"n. 破碎, 骨折；v. (使)破碎, (使)破裂",Beyond C1,,,,
quilt,quilt,/kwilt/,vt./vi./n.,"n. 棉被；vt. 加软衬料后缝制, 东拼西凑地编；vi. 缝被子",Beyond C1,,,,
turnover,turnover,/'tә:n.әuvә/,n.,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转；a. 可翻转的",C1,,,,
sensible,sensible,/'sensәbl/,,"a. 有感觉的, 敏感的, 明智的",B1,,,,
socioeconomic,socioeconomic,"/'sәuʃiәu,i:kә'nɔmik/",,a. 社会经济学的,Beyond C1,,,,
pyramid,pyramid,/'pirәmid/,v./n.,"n. 角锥, 金字塔；v. (使)成金字塔状, (使)渐增, (使)上涨",Beyond C1,,,,
bachelor,bachelor,/'bætʃәlә/,n.,"n. 单身汉, 学士",Beyond C1,,,,
protestant,protestant,/'prɒtistәnt/,n.,"n. 新教徒；a. 新教的, 新教徒的",Beyond C1,,,,
moving,move,/'mu:viŋ/,,"a. 动人的, 令人感动的, 鼓动的, 原动的, [无比较级]活动的, 转动的",B2,,,,
tract,tract,/trækt/,n.,"n. 大片土地, 地带, 小册子",Beyond C1,,,,
operational,operational,/.ɒpә'reiʃәnl/,,"a. 操作的, 运作的",C1,,,,
convincing,convince,/kәn'vinsiŋ/,,"a. 使人信服的, 有力的, 令人心悦诚服的",B2,,,,
decoration,decoration,/.dekә'reiʃәn/,n.,"n. 装饰, 装饰品",B2,,,,
proudly,proudly,/'praudli/,adv.,"adv. 傲慢地, 自大地, 得意洋洋地",Beyond C1,,,,
descendant,descendant,/di'sendәnt/,n.,"n. 后裔, 子孙；a. 传下的, 下降的",Beyond C1,,,,
lump,lump,/lʌmp/,vt./vi./n.,"n. 块, 瘤, 很多, 肿块, 笨人；vt. 使成块状, 混在一起；vi. 结块",Beyond C1,,,,
scarf,scarf,/skɑ:f/,vt./n.,"n. 围巾, 头巾, 领带, 领巾, 嵌接；vt. 用围巾围, 嵌接",Beyond C1,,,,
freeway,freeway,/'fri:wei/,n.,n. 高速公路,Beyond C1,,,,
clash,clash,/klæʃ/,vt./vi./n.,"n. 冲突, 撞击声, 抵触；vi. 冲突, 抵触；vt. 使发出撞击声",C1,,,,
upward,upward,/'ʌpwәd/,adv.,a. 向上的；adv. 以上,B2,,,,
newsletter,newsletter,/'nju:z.letә/,n.,"n. 时事通讯, 业务通讯, 时事传报",C1,,,,
mammal,mammal,/mæmәl/,n.,n. 哺乳动物,Beyond C1,,,,
yank,yank,/jæŋk/,v.,v. 猛拉,Beyond C1,,,,
multiply,multiply,/'mʌltiplai/,v.,"v. 繁殖, 乘, 增加",B2,,,,
pumpkin,pumpkin,/'pʌmpkin/,n.,n. 南瓜,Beyond C1,,,,
imitate,imitate,/'imiteit/,vt.,"vt. 模仿, 效法, 冒充, 仿造",Beyond C1,,,,
sampling,sample,/'sɑ:mpliŋ/,,[计] 抽样; 采样；[化] 取样,B1,,,,
configuration,configuration,/kәn.figju'reiʃәn/,n.,"n. 结构, 表面配置, 外形, 配置",C1,,,,
velvet,velvet,/'velvit/,n.,n. 天鹅绒；a. 天鹅绒的,Beyond C1,,,,
notorious,notorious,/nәu'tɒ:riәs/,,"a. 声名狼藉的, 臭名昭著的, 众人皆知的",C1,,,,
compost,compost,/'kɒmpәust/,vt./n.,"n. 混合物, 堆肥；vt. 施堆肥于",Beyond C1,,,,
cough,cough,/kɒf/,vt./vi./n.,n. 咳嗽；vi. 咳嗽；vt. 咳出,Beyond C1,,,,
stereo,stereo,/'stiәriәu/,n.,"n. 铅版, 立体照片；a. 立体的, 立体感觉的",Beyond C1,,,,
lethal,lethal,/'li:θәl/,n.,a. 致命的；n. 致死因子,C1,,,,
olive,olive,/'ɒliv/,n.,"n. 橄榄, 橄榄树, 橄榄色, 橄榄枝；a. 黄绿色的, 黄褐色的, 橄榄色的",Beyond C1,,,,
roller,roller,/'rәulә/,n.,"n. 滚筒, 滚轴, 压路机",B1,,,,
entail,entail,/in'teil/,vt./n.,"vt. 使成为必需, 需要, 使承担, 遗传给；n. 限定继承",Beyond C1,,,,
toast,toast,/tәust/,vt./vi./n.,"n. 吐司, 烤面包, 干杯；vt. 敬酒, 烤, 使暖和；vi. 烤, 烘",Beyond C1,,,,
filmmaker,filmmaker,"/'film,meikә(r)/",n.,n. 电影制作人,C1,,,,
credential,credential,/kri'denʃәl/,n.,"n. 国书, 凭据, 证明书",Beyond C1,,,,
swirl,swirl,/swә:l/,vt./vi./n.,"n. 漩涡, 涡动；vt. 使成漩涡；vi. 打漩, 盘绕, 眩晕",Beyond C1,,,,
broadly,broadly,/'brɒ:dli/,adv.,"adv. 宽广地, 明白地, 无礼貌地",B2,,,,
smoothly,smoothly,/'smu:ðli/,adv.,"adv. 平滑地, 流畅地, 流利地",Beyond C1,,,,
ham,ham,/hæm/,v./n.,"n. 火腿, 后腿, 笨拙演员；a. 过火的, 做作的；v. 演得过火",Beyond C1,,,,
distraction,distraction,/dis'trækʃәn/,n.,"n. 娱乐, 分心的事物, 分心",Beyond C1,,,,
fling,fling,/fliŋ/,vt./vi./n.,"n. 投掷, 急冲, 嘲弄；vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视；vi. 猛冲",Beyond C1,,,,
livestock,livestock,/'laivstɒk/,n.,n. 家畜,Beyond C1,,,,
basin,basin,/'beisn/,n.,"n. 盆, 盆地",Beyond C1,,,,
roam,roam,/rәum/,v./n.,"v. 漫游, 闲逛, 徜徉；n. 漫步, 漫游",Beyond C1,,,,
heroic,heroic,/hi'rәuik/,n.,"a. 英勇的, 英雄式的, 壮丽雄伟的；n. 英雄诗, 史诗, 英勇行为",Beyond C1,,,,
heir,heir,/єә/,n.,"n. 继承人, 嗣子, 后嗣",Beyond C1,,,,
foam,foam,/fәum/,vt./vi./n.,"n. 泡沫, 水沫, 泡沫材料；vi. 起泡沫, 吐白沫；vt. 使起泡沫",Beyond C1,,,,
offset,offset,/'ɒ:fset/,vt./vi./n.,"n. 抵消, 把...并列, 旁系, 支管, 用胶印法印；vt. 弥补, 抵消, 胶印；vi. 装支管；n. 偏移量",Beyond C1,,,,
